timestamp,altitude_m,speed_mps,roll_deg,pitch_deg,yaw_deg,battery_percent,gps_lat,gps_lon
2026-03-09 15:12:57.306670,-0.1241877768039313,0.00633579476416291,-0.27569059208134145,2.4064749751936847,13.714567974625231,100.0,40.0,-74.0
2026-03-09 15:12:57.406670,-0.0019108322345692194,0.01775779422977498,-3.3549593736238164,5.355633722797434,11.865045513421066,99.99583263877312,40.0,-74.0
2026-03-09 15:12:57.506670,0.03872644519727992,0.12578713191605306,0.46357211106354623,6.359960233837436,-1.4320818361178218,99.99166527754626,40.0,-74.0
2026-03-09 15:12:57.606670,0.2215851588035337,-0.04475628544725395,0.01226813988460184,5.804057659262388,-1.40003508214484,99.98749791631938,40.0,-74.0
2026-03-09 15:12:57.706670,0.08382979151693079,0.07930437778405099,-4.556280253708825,8.100753746292483,4.162182583857435,99.98333055509252,40.0,-74.0
2026-03-09 15:12:57.806670,-0.009875571052164009,-0.23780625912155348,2.5182318099218346,5.794833785239647,-2.027535073343932,99.97916319386565,40.0,-74.0
2026-03-09 15:12:57.906670,0.18987158604524634,0.00554155333488808,-1.3117988958687286,7.613847096267041,-3.70508619282462,99.97499583263877,40.0,-74.0
2026-03-09 15:12:58.006670,-0.013460971822663342,0.027257368966840043,1.2151077373321284,3.0805890490356975,8.036746893463942,99.9708284714119,40.0,-74.0
2026-03-09 15:12:58.106670,0.0034013419164829195,0.2448236849638769,1.5688565777597145,5.052056434360722,6.374402607721572,99.96666111018503,40.0,-74.0
2026-03-09 15:12:58.206670,0.43510765375292937,0.1160886511471542,-0.46292587583660655,8.054204354331365,-10.9522344054484,99.96249374895815,40.0,-74.0
2026-03-09 15:12:58.306670,-0.021966769788419743,0.3371450045879335,-2.8848603692104122,8.932293183491232,2.7560428652764086,99.95832638773129,40.0,-74.0
2026-03-09 15:12:58.406670,0.21513634738776008,0.38365821377463394,0.2810018459147874,6.3686625397798915,2.1816060430494524,99.95415902650441,40.0,-74.0
2026-03-09 15:12:58.506670,0.26606991353984233,0.024168855276583828,0.920289660742823,10.107103437277006,8.863200805658192,99.94999166527755,40.0,-74.0
2026-03-09 15:12:58.606670,0.1492089571904961,0.2499284176855801,-3.753836692487267,5.555297886225717,-4.1061095422116916,99.94582430405067,40.0,-74.0
2026-03-09 15:12:58.706670,0.22421854751892692,0.2340350428285015,-1.6788978473224985,6.4734763714447805,-6.921633843853085,99.9416569428238,40.0,-74.0
2026-03-09 15:12:58.806670,0.20518196888386972,0.33072000882719343,-0.2361223419775201,2.727615586797049,-8.46815150528686,99.93748958159694,40.0,-74.0
2026-03-09 15:12:58.906670,0.31053541190752576,0.2731244613538677,-2.4553964051718786,5.531064519440923,-2.2414864067365836,99.93332222037006,40.0,-74.0
2026-03-09 15:12:59.006670,0.365373467523527,0.36881320665150574,-2.845100585908108,2.892331562660465,-2.3033882844805356,99.9291548591432,40.0,-74.0
2026-03-09 15:12:59.106670,0.3906674645884902,0.27286928122869336,1.0298871667824883,5.449655892417431,-1.9383325656461803,99.92498749791632,40.0,-74.0
