timestamp,altitude_m,speed_mps,roll_deg,pitch_deg,yaw_deg,battery_percent,gps_lat,gps_lon
1773096233616,0.0,0.0,-0.5620505263984139,5.070396112697011,0.0,95.0,37.7749,-122.41929999999999
1773096233716,0.8,0.8,0.07676356244909043,5.854748933600274,0.44999750001249994,95.08710722783822,37.77491035051626,-122.41930031599618
1773096233816,1.6,1.6,0.8115410460516921,4.166614484082383,0.8999800003999963,95.17396461188738,37.77492060128227,-122.41930162616762
1773096233916,2.4000000000000004,2.4000000000000004,0.7137063212515886,5.039026662977564,1.3499325030374347,95.26032293283778,37.77493065354444,-122.4193039155892
1773096234016,3.2,3.2,2.5468799614577478,4.282038252830974,1.7998400127995122,95.34593421877757,37.7749404105326,-122.41930715955141
1773096234116,4.0,4.0,-0.5714891512554354,5.461444422422249,2.249687539060175,95.43055236499335,37.77494977842682,-122.41931132380734
1773096234216,4.800000000000001,4.800000000000001,1.4226892205047283,4.6710245302107625,2.6994600971916687,95.51393374910384,37.77495866729489,-122.41931636491472
1773096234316,5.6000000000000005,5.6000000000000005,1.2768019738297023,5.367106659887974,3.149142710062992,95.59583783998893,37.77496699199087,-122.4193222306702
1773096234416,6.4,6.4,1.3941957492363326,4.948213830094947,3.5987204095375906,95.6760277989922,37.77497467300582,-122.41932886063069
1773096234516,7.2,7.2,2.3588313326269477,5.894745864861001,4.048178237970165,95.75427107189421,37.774981637262286,-122.4193361867175
1773096234616,8.0,8.0,0.8703794360460657,4.897823087425307,4.497501249702422,95.83033997017701,37.7749878188444,-122.41934413389646
1773096234716,8.8,8.8,2.3574045713827445,4.697937606070768,4.946674512557622,95.90401224012678,37.77499315965652,-122.4193526209276
1773096234816,9.600000000000001,9.600000000000001,1.3997982789686123,5.351225290435273,5.39568310933379,95.97507161835239,37.7749976100037,-122.419361561177
1773096234916,10.4,10.4,3.4956655504773098,5.055433174317679,5.844512139295423,96.04330837233127,37.77500112908823,-122.41937086348229
1773096235016,11.200000000000001,11.200000000000001,2.2184609161039694,4.697932061673537,6.2931467196635476,96.10851982463143,37.77500368541728,-122.41938043306357
1773096235116,12.0,12.0,5.133378017500771,4.758472820846418,6.741571987103988,96.17051085949957,37.775005257117535,-122.41939017247039
